City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,saskylakh,71.9167,114.0833,-41.63,100,97,1.67,RU,1675651969
272,veraval,20.9,70.3667,20.92,56,5,5.12,IN,1675651970
273,los llanos de aridane,28.6585,-17.9182,12.86,73,75,5.14,ES,1675651970
274,linkoping,58.4109,15.6216,-1.9,96,82,3.6,SE,1675651971
275,airai,-8.9266,125.4092,20.55,75,87,1.7,TL,1675651971
276,dubbo,-32.25,148.6167,32.07,22,0,3.6,AU,1675651972
277,moerai,-22.4333,-151.3333,27.06,68,65,4.6,PF,1675651972
278,sangar,63.9242,127.4739,-37.65,96,100,1.89,RU,1675651972
279,ilebo,-4.3167,20.5833,19.23,95,83,1.09,CD,1675651973
280,solntsevo,51.4185,36.7499,-3.38,96,97,3.06,RU,1675651973
281,loanda,-8.8368,13.2343,26.0,83,75,1.54,AO,1675651974
282,coihaique,-45.5752,-72.0662,13.97,51,0,2.57,CL,1675651744
283,gardendale,33.6601,-86.8128,10.24,72,0,0.0,US,1675651974
284,mae sai,20.4335,99.8762,27.41,34,46,0.52,TH,1675651975
285,cockburn town,21.4612,-71.1419,25.5,79,1,10.18,TC,1675651975
286,sebeta,8.9167,38.6167,9.02,53,12,1.33,ET,1675651975
287,derzhavinsk,51.1,66.3167,-9.97,96,100,1.67,KZ,1675651976
288,mogocha,53.7333,119.7667,-15.44,74,100,1.66,RU,1675651976
289,fredericksburg,38.3032,-77.4605,10.62,71,0,3.09,US,1675651893
290,manadhoo,5.7667,73.3833,26.87,74,96,1.53,MV,1675651977
291,lakes entrance,-37.8811,147.981,25.65,56,2,5.16,AU,1675651977
292,olafsvik,64.8945,-23.7142,2.37,64,60,17.14,IS,1675651978
293,lunglei,22.8833,92.7333,18.34,33,17,0.35,IN,1675651978
294,changping,40.2186,116.2197,2.8,21,25,0.49,CN,1675651978
295,eenhana,-17.4667,16.3333,19.12,78,100,1.61,NA,1675651979
296,dicabisagan,17.0818,122.4157,26.46,78,75,1.95,PH,1675651979
297,santa maria,-29.6842,-53.8069,18.61,100,0,1.03,BR,1675651980
298,bismarck,46.8083,-100.7837,-0.52,88,0,7.72,US,1675651980
299,deputatskiy,69.3,139.9,-38.14,99,91,2.28,RU,1675651980
300,praia da vitoria,38.7333,-27.0667,16.14,82,75,6.79,PT,1675651981
301,mount isa,-20.7333,139.5,29.87,66,75,2.06,AU,1675651981
302,bowen,-20.0167,148.2333,29.7,73,51,7.89,AU,1675651982
303,barcelona,41.3888,2.159,10.86,74,75,3.6,ES,1675651745
304,roald,62.5833,6.1333,7.29,65,75,7.2,NO,1675651983
305,saint anthony,45.0205,-93.218,-4.21,76,0,2.06,US,1675651984
306,dwarka,22.2394,68.9678,21.49,77,28,3.39,IN,1675651984
307,kaeo,-35.1,173.7833,20.21,90,100,2.77,NZ,1675651985
308,mudanjiang,44.5833,129.6,-11.15,80,76,1.2,CN,1675651985
309,nieuw amsterdam,5.8833,-55.0833,26.12,84,100,4.33,SR,1675651986
310,dogondoutchi,13.6393,4.0287,24.77,16,100,3.77,NE,1675651987
311,verkhoyansk,67.5447,133.385,-38.97,100,96,0.71,RU,1675651987
312,songea,-10.6833,35.65,18.64,94,40,0.0,TZ,1675651988
313,sakakah,29.9697,40.2064,6.76,42,11,4.53,SA,1675651988
314,siuna,13.7332,-84.7773,19.25,87,3,1.77,NI,1675651989
315,uromi,6.7,6.3333,22.48,92,100,1.47,NG,1675651990
316,poitiers,46.5833,0.3333,4.02,71,0,4.63,FR,1675651731
317,te anau,-45.4167,167.7167,18.71,54,90,3.07,NZ,1675651990
318,sompeta,18.9333,84.6,24.13,42,23,0.41,IN,1675651991
319,nelson bay,-32.7167,152.15,28.03,70,3,6.61,AU,1675651991
320,axim,4.8699,-2.2405,26.31,91,80,3.46,GH,1675651992
321,marrakesh,31.6315,-8.0083,9.04,49,20,2.06,MA,1675651959
322,singojuruh,-8.3167,114.2333,26.8,73,99,0.75,ID,1675651993
323,poya,-21.35,165.15,31.92,65,100,2.23,NC,1675651699
324,tura,25.5198,90.2201,20.23,39,0,1.56,IN,1675651746
325,jhargram,22.45,86.9833,22.04,28,0,2.47,IN,1675651994
326,lavumisa,-27.31,31.892,20.64,91,87,1.64,SZ,1675651995
327,novyy urgal,51.0736,132.5642,-23.93,88,97,0.4,RU,1675651995
328,kudahuvadhoo,2.6708,72.8944,27.11,77,100,1.57,MV,1675651996
329,chicama,-7.8447,-79.1469,20.3,72,31,1.51,PE,1675651997
330,petropavlovsk-kamchatskiy,53.0452,158.6483,-3.67,63,75,0.0,RU,1675651998
331,port-gentil,-0.7193,8.7815,27.15,77,98,4.22,GA,1675651998
332,montepuez,-13.1256,38.9997,20.38,99,100,1.6,MZ,1675651999
333,alamogordo,32.8995,-105.9603,15.59,23,20,5.66,US,1675651999
334,surt,31.2089,16.5887,12.98,64,85,6.09,LY,1675651999
335,leningradskiy,69.3833,178.4167,-29.76,98,100,2.25,RU,1675652000
336,galle,6.0367,80.217,25.28,89,100,2.64,LK,1675651953
337,batagay-alyta,67.8006,130.4114,-32.29,98,100,0.34,RU,1675652001
338,touros,-5.1989,-35.4608,26.19,79,10,3.95,BR,1675652001
339,beyneu,45.3167,55.2,-0.98,82,45,3.58,KZ,1675652002
340,tabou,4.423,-7.3528,25.74,85,100,3.0,CI,1675652003
341,luderitz,-26.6481,15.1594,16.15,94,79,0.47,NA,1675652004
342,caravelas,-17.7125,-39.2481,25.49,84,0,4.49,BR,1675652004
343,puerto carreno,6.189,-67.4859,26.01,58,45,1.16,CO,1675652005
344,goderich,43.7501,-81.7165,1.06,93,100,6.69,CA,1675652006
345,swansea,51.6208,-3.9432,3.24,87,35,3.06,GB,1675652006
346,mezica,46.5214,14.8544,-5.32,55,37,0.27,SI,1675652007
347,klyuchevskiy,53.5317,119.4519,-18.05,80,100,1.72,RU,1675652007
348,sanmenxia,34.7747,111.1814,8.5,40,74,1.79,CN,1675652008
349,keetmanshoop,-26.5833,18.1333,24.87,39,100,1.18,NA,1675652008
350,raymond,43.9015,-70.4703,-1.66,74,100,1.23,US,1675651881
351,dakar,14.6937,-17.4441,18.49,72,52,9.93,SN,1675651821
352,zhytomyr,50.2649,28.6767,-6.33,95,99,4.58,UA,1675652009
353,mundo nuevo,18.7,-95.5,22.37,85,99,4.79,MX,1675652009
354,hambantota,6.1241,81.1185,24.19,100,40,1.54,LK,1675652010
355,narsaq,60.9167,-46.05,-9.88,83,76,4.87,GL,1675652010
356,paamiut,61.994,-49.6678,-10.7,74,100,6.1,GL,1675652011
357,kidal,18.4411,1.4078,21.88,13,7,2.85,ML,1675652011
358,pachino,36.7186,15.0907,5.23,56,1,3.94,IT,1675652011
359,ambilobe,-13.2,49.05,22.54,95,71,0.99,MG,1675652012
360,bongor,10.2806,15.3722,22.79,19,98,3.02,TD,1675652012
361,skibbereen,51.55,-9.2667,10.06,96,90,5.28,IE,1675652012
362,didao,45.3667,130.8,-9.88,75,78,2.17,CN,1675652013
363,syracuse,37.0881,15.2792,5.77,57,1,3.51,IT,1675652013
364,shelbyville,35.4834,-86.4603,9.14,68,0,0.0,US,1675652014
365,kavaratti,10.5669,72.642,27.13,71,12,2.72,IN,1675652014
366,jaumave,23.4167,-99.3833,14.32,69,0,1.62,MX,1675652014
367,lompoc,34.6391,-120.4579,11.55,81,20,6.69,US,1675652015
368,la asuncion,11.0333,-63.8628,24.43,83,98,6.85,VE,1675652015
369,hasaki,35.7333,140.8333,14.05,59,37,3.3,JP,1675652016
370,borisoglebskiy,57.2586,39.1508,-15.26,99,99,1.82,RU,1675652016
371,pangody,65.85,74.4859,-23.72,100,100,1.68,RU,1675652016
372,baruun-urt,46.6806,113.2792,-14.06,78,21,2.1,MN,1675652017
373,ulladulla,-35.35,150.4667,24.82,59,0,4.24,AU,1675652017
374,azangaro,-14.9167,-70.2167,5.42,90,100,0.92,PE,1675652017
375,grand baie,-20.0182,57.5802,26.36,79,92,0.89,MU,1675652018
376,itarema,-2.9248,-39.9167,25.06,88,63,3.21,BR,1675652018
377,pak phanang,8.3511,100.202,31.01,73,87,4.1,TH,1675652019
378,coahuayana,18.7333,-103.6833,21.39,84,0,1.42,MX,1675652019
379,asau,46.4333,26.4,-6.32,93,98,3.49,RO,1675652019
380,setermoen,68.861,18.3486,1.98,94,100,3.28,NO,1675652020
381,santa marta,11.2408,-74.199,28.03,65,40,5.14,CO,1675651772
382,bubaque,11.2833,-15.8333,24.6,56,100,6.91,GW,1675652020
383,olinda,-8.0089,-34.8553,27.85,74,40,2.06,BR,1675652021
384,alofi,-19.0595,-169.9187,23.94,94,97,1.54,NU,1675652021
385,ocampo,21.65,-101.5,10.0,37,0,4.2,MX,1675652022
386,contamana,-7.3333,-75.0167,23.15,92,98,0.42,PE,1675652022
387,wajid,3.8093,43.2471,21.12,70,38,5.68,SO,1675652022
388,vaitape,-16.5167,-151.75,27.42,75,10,6.95,PF,1675652023
389,richards bay,-28.783,32.0377,22.78,86,30,0.18,ZA,1675652023
390,middelburg,-25.7751,29.4648,14.43,80,8,1.71,ZA,1675652024
391,egvekinot,66.3167,-179.1667,-27.47,88,100,5.37,RU,1675652024
392,quatre cocos,-20.2078,57.7625,26.16,77,96,4.6,MU,1675652024
393,kamyshlov,56.8428,62.7111,-19.8,100,100,0.36,RU,1675652025
394,sibi,29.5448,67.8764,17.78,35,0,3.63,PK,1675652025
395,sassandra,4.95,-6.0833,24.89,92,44,2.34,CI,1675652026
396,conde,-7.2597,-34.9075,25.7,89,20,0.0,BR,1675652026
397,khotynets,53.1286,35.3966,-6.94,95,98,2.87,RU,1675652026
398,grand gaube,-20.0064,57.6608,26.32,79,86,0.89,MU,1675652027
399,mount gambier,-37.8333,140.7667,21.36,48,9,3.72,AU,1675651873
400,grimshaw,56.1834,-117.6027,-1.21,69,75,9.26,CA,1675652027
401,westport,41.1415,-73.3579,5.99,79,0,0.0,US,1675652028
402,mahdasht,35.7299,50.8111,5.12,55,75,2.06,IR,1675652028
403,rawson,-43.3002,-65.1023,17.28,62,69,6.85,AR,1675651860
404,zhezkazgan,47.8043,67.7144,-3.01,93,100,4.0,KZ,1675652029
405,kloulklubed,7.0419,134.2556,28.28,77,98,9.23,PW,1675652029
406,qiongshan,20.0058,110.3542,22.99,88,75,3.0,CN,1675652029
407,napier,-39.4833,176.9167,23.33,64,35,5.97,NZ,1675652030
408,warkworth,-36.4,174.6667,25.27,88,98,2.42,NZ,1675652030
409,solnechnyy,50.7214,136.6319,-16.2,85,97,1.47,RU,1675652031
410,tilichiki,60.4667,166.1,-24.77,93,13,3.46,RU,1675652031
411,obera,-27.4871,-55.1199,18.35,43,17,0.84,AR,1675651894
412,barcelos,41.5388,-8.6151,11.08,70,1,2.98,PT,1675652032
413,salina,38.8403,-97.6114,6.07,52,0,2.06,US,1675651747
414,roros,62.5747,11.3842,-7.09,93,100,1.03,NO,1675652033
415,turukhansk,65.8167,87.9833,-20.06,100,98,1.55,RU,1675652033
416,vanimo,-2.6741,141.3028,27.5,82,96,0.98,PG,1675652033
417,kwinana,-32.25,115.7667,26.77,64,6,3.58,AU,1675651834
418,butembo,0.15,29.2833,15.34,56,81,1.44,CD,1675652034
419,kulhudhuffushi,6.6221,73.07,26.92,73,62,1.23,MV,1675652034
420,tomigusuku,26.185,127.675,21.3,86,75,10.29,JP,1675652035
421,tamandare,-8.7597,-35.1047,25.39,87,44,2.26,BR,1675652035
422,weligama,5.9667,80.4167,25.15,90,100,2.38,LK,1675652035
423,urusha,54.05,122.9,-20.28,90,99,0.74,RU,1675652036
424,quelimane,-17.8786,36.8883,25.97,94,75,2.24,MZ,1675652010
425,nicolas bravo,18.45,-88.9167,19.91,93,10,0.64,MX,1675652036
426,manoel urbano,-8.8389,-69.2597,21.77,99,94,0.66,BR,1675652037
427,honiara,-9.4333,159.95,24.96,94,100,3.54,SB,1675652037
428,faya,18.3851,42.4509,12.29,45,78,1.75,SA,1675652038
429,coro,11.4045,-69.6734,24.67,85,72,7.61,VE,1675652038
430,arlit,18.7369,7.3853,20.27,16,37,3.72,NE,1675652038
431,mujiayingzi,42.1167,118.7833,-3.24,39,3,1.13,CN,1675652039
432,tuatapere,-46.1333,167.6833,19.12,56,86,5.38,NZ,1675651816
433,yulara,-25.2406,130.9889,31.33,11,0,4.86,AU,1675652039
434,kirakira,-10.4544,161.9205,26.14,90,100,9.64,SB,1675652040
435,russell,32.3502,-85.1999,13.57,93,0,0.0,US,1675652040
436,klaksvik,62.2266,-6.589,9.51,89,100,14.94,FO,1675652041
437,kuala terengganu,5.3302,103.1408,26.97,89,40,3.09,MY,1675652041
438,chambersburg,39.9376,-77.6611,6.14,68,100,0.45,US,1675651862
439,whyalla,-33.0333,137.5833,25.34,43,6,4.27,AU,1675652042
440,port lincoln,-34.7333,135.8667,21.0,62,3,5.2,AU,1675652043
441,peyima,8.7,-11.0333,20.85,75,97,0.3,SL,1675652043
442,kariba,-16.5167,28.8,20.15,92,34,1.55,ZW,1675652044
443,flinders,-34.5833,150.8552,29.54,65,0,3.13,AU,1675652045
444,cap malheureux,-19.9842,57.6142,26.93,78,88,0.89,MU,1675652046
445,rocha,-34.4833,-54.3333,16.55,92,0,2.6,UY,1675652046
446,barrhead,55.7992,-4.3929,6.47,85,100,1.79,GB,1675652047
447,kurtamysh,54.9103,64.4319,-16.28,94,94,2.52,RU,1675652048
448,coquimbo,-29.9533,-71.3436,18.85,82,0,2.57,CL,1675651804
449,shitanjing,39.2342,106.3439,0.28,23,3,1.2,CN,1675652049
450,vila do maio,15.1333,-23.2167,20.44,64,76,10.13,CV,1675652050
451,mangrol,21.1167,70.1167,20.35,64,3,4.31,IN,1675652051
452,grindavik,63.8424,-22.4338,2.97,86,75,10.29,IS,1675652052
453,laguna,38.421,-121.4238,10.42,78,0,2.06,US,1675652053
454,fortuna,40.5982,-124.1573,8.7,95,100,3.6,US,1675652054
455,broome,42.2506,-75.833,5.34,58,100,4.12,US,1675652055
456,kokopo,-4.352,152.2633,28.78,62,99,2.62,PG,1675652056
457,marawi,7.9986,124.2928,27.16,55,86,2.02,PH,1675652057
458,oktyabrskoye,43.0645,44.7417,-3.92,100,99,4.0,RU,1675652059
459,barra de sao francisco,-18.755,-40.8908,23.71,89,70,1.26,BR,1675651878
460,formosa,-26.1775,-58.1781,25.99,57,0,2.06,AR,1675652060
461,puerto colombia,10.9878,-74.9547,26.05,79,86,9.75,CO,1675652061
462,peniche,39.3558,-9.3811,11.36,62,2,3.32,PT,1675652062
463,cangucu,-31.395,-52.6756,16.33,97,0,0.66,BR,1675652062
464,mbini,1.574,9.6134,23.91,86,89,2.23,GQ,1675652063
465,hofn,64.2539,-15.2082,5.09,88,100,14.42,IS,1675652064
466,talcahuano,-36.7167,-73.1167,13.82,94,5,1.54,CL,1675651952
467,zhuhai,22.2769,113.5678,20.88,82,40,1.54,CN,1675652066
468,lithakia,37.7167,20.8333,1.65,57,57,2.77,GR,1675652067
469,athabasca,54.7169,-113.2854,0.23,75,99,5.23,CA,1675652067
470,svarstad,59.399,9.9698,-0.8,45,58,1.02,NO,1675652068
471,north platte,41.1239,-100.7654,0.77,83,0,5.36,US,1675652068
472,okhotsk,59.3833,143.3,-22.53,74,99,5.7,RU,1675652069
473,manhuacu,-20.2581,-42.0336,20.7,93,1,0.67,BR,1675652069
474,malm,64.0721,11.2172,4.88,98,100,3.47,NO,1675652070
475,malvern,34.3623,-92.813,11.98,80,0,1.39,US,1675652070
476,banjar,-8.19,114.9675,27.57,72,100,1.07,ID,1675652070
477,makakilo city,21.3469,-158.0858,27.18,63,40,7.2,US,1675652071
478,opochka,56.7105,28.6617,-4.68,95,100,4.14,RU,1675652071
479,lorengau,-2.0226,147.2712,28.68,74,79,1.99,PG,1675652071
480,sibolga,1.7427,98.7792,25.62,83,100,0.97,ID,1675652072
481,alta floresta,-9.8756,-56.0861,22.18,96,99,0.46,BR,1675652072
482,liverpool,53.4106,-2.9779,1.83,87,0,1.54,GB,1675651512
483,sao miguel,-5.4667,-35.3667,25.43,82,23,3.5,BR,1675652073
484,takoradi,4.8845,-1.7554,26.04,90,78,3.37,GH,1675652073
485,ciudad bolivar,8.1222,-63.5497,24.86,70,38,6.65,VE,1675652074
486,ribeira grande,38.5167,-28.7,16.54,92,100,5.81,PT,1675652054
487,vao,-22.6667,167.4833,26.25,83,51,7.14,NC,1675652074
488,labuhan,-6.8844,112.2051,26.49,82,100,3.11,ID,1675652075
489,tarko-sale,64.9225,77.785,-26.08,100,100,1.13,RU,1675652075
490,kovdor,67.5662,30.4758,-11.74,97,98,1.82,RU,1675652075
491,manyana,-23.4,21.7167,21.05,77,99,2.9,BW,1675652076
492,saint-georges,12.0564,-61.7485,25.82,78,75,10.8,GD,1675652076
493,yumen,40.2833,97.2,-0.2,31,100,0.73,CN,1675652077
494,codrington,-38.2667,141.9667,19.12,58,60,4.87,AU,1675652077
495,baykit,61.67,96.37,-18.63,100,91,1.38,RU,1675652078
496,trunovskoye,45.4878,42.1358,-3.28,83,70,5.66,RU,1675652078
497,brewster,41.3973,-73.6171,5.13,63,0,0.0,US,1675652078
498,mareeba,-17.0,145.4333,30.24,82,100,2.94,AU,1675652079
499,yantal,56.8471,105.2542,-9.99,94,100,3.74,RU,1675652079
500,gasa,31.5,34.4667,12.16,46,4,10.27,PS,1675652080
501,las palmas,28.4204,-14.0131,12.44,77,0,4.12,ES,1675652080
502,abdanan,32.9926,47.4198,7.77,53,100,2.44,IR,1675652080
503,ozernovskiy,51.5,156.5167,-3.39,80,100,2.97,RU,1675652081
504,hamilton,39.1834,-84.5333,8.47,67,100,3.6,US,1675652081
505,emba,48.8264,58.1442,-19.28,99,16,2.12,KZ,1675652082
506,deer lake,49.1667,-57.4316,-7.08,100,100,2.06,CA,1675651895
507,panama city,8.9936,-79.5197,26.88,77,0,4.63,PA,1675651846
508,kununurra,-15.7667,128.7333,33.99,36,44,2.57,AU,1675652082
509,chernyshevskiy,63.0128,112.4714,-39.58,99,82,0.54,RU,1675652083
510,moron,-34.6534,-58.6198,26.94,56,7,2.33,AR,1675652083
511,nanortalik,60.1432,-45.2371,-7.73,74,100,12.34,GL,1675652084
512,muli,2.9167,73.5667,27.43,78,100,3.84,MV,1675652084
513,mahon,39.8885,4.2658,11.31,58,20,8.75,ES,1675652085
514,tukrah,32.5341,20.5791,10.58,63,97,11.11,LY,1675652085
515,kiomboi,-4.2667,34.3667,15.23,91,79,1.17,TZ,1675652086
516,penzance,50.1186,-5.5371,5.38,77,82,7.14,GB,1675652086
517,paita,-5.0892,-81.1144,23.72,81,48,3.86,PE,1675652086
518,husavik,66.0449,-17.3389,2.56,63,98,11.04,IS,1675652087
519,sorland,67.667,12.6934,5.92,86,100,13.51,NO,1675652087
520,plettenberg bay,-34.0527,23.3716,20.66,97,78,2.31,ZA,1675652087
521,karratha,-20.7377,116.8463,37.44,27,0,2.13,AU,1675652088
522,ikare,7.4913,5.2322,22.4,97,100,1.36,NG,1675652088
523,buala,-8.145,159.5921,24.74,93,100,5.14,SB,1675652089
524,yar-sale,66.8333,70.8333,-28.04,100,92,0.13,RU,1675652089
525,shihezi,44.3,86.0333,-7.64,92,100,0.91,CN,1675652089
526,xuddur,4.1213,43.8894,19.26,80,25,7.51,SO,1675652090
527,caronport,50.4501,-105.8179,2.1,83,100,4.56,CA,1675652090
528,arman,59.7,150.1667,-20.52,74,94,3.29,RU,1675652091
529,korla,41.7597,86.1469,-1.45,59,30,0.97,CN,1675652091
530,whitehorse,60.7161,-135.0538,-9.57,85,100,9.26,CA,1675651950
531,jacala,21.0167,-99.1833,8.27,87,0,1.25,MX,1675652092
532,andijon,40.7821,72.3442,4.6,62,100,0.98,UZ,1675652092
533,huilong,31.8111,121.655,7.74,97,100,3.35,CN,1675652093
534,la libertad,-2.2333,-80.9,25.61,78,11,2.67,EC,1675652093
535,sumter,28.7086,-82.0831,17.19,88,1,2.66,US,1675652093
536,svetlyy,54.675,20.1347,1.03,79,100,4.63,RU,1675652094
537,yarmouth,41.7057,-70.2286,8.08,81,0,5.14,US,1675652094
538,mayo,38.8876,-76.5119,11.09,73,0,3.09,US,1675652094
539,nizhnedevitsk,51.5419,38.3657,-6.67,97,100,1.72,RU,1675652095
540,tres arroyos,-38.3739,-60.2798,23.78,38,87,4.25,AR,1675652095
541,hobyo,5.3505,48.5268,24.73,76,99,6.41,SO,1675652096
542,naze,28.3667,129.4833,18.51,91,100,6.85,JP,1675652096
543,sungaipenuh,-2.0833,101.3833,24.76,46,91,2.18,ID,1675652096
544,bemidji,47.4736,-94.8803,-9.34,81,0,2.06,US,1675652097
545,dale,38.1689,-86.99,7.75,70,0,1.54,US,1675652097
